CaseStudy,WindowMin,WindowMax,Option,Value,Configurations,Pearson-Correlation,Group
LLVM,98.55,103.69,licm,0,124,0.729,licm
LLVM,98.55,103.69,licm,1,329,0.763,licm
LLVM,-,-,sink,0,32768,0.996,sink
LLVM,-,-,sink,1,32768,0.996,sink
LLVM,52.29,57.43,sink,0,233,0.831,sink
LLVM,52.29,57.43,sink,1,6,-0.129,sink
LLVM,54.86,60.00,sink,0,774,0.887,sink
LLVM,54.86,60.00,sink,1,248,0.727,sink
LLVM,57.43,62.57,sink,0,1640,0.899,sink
LLVM,57.43,62.57,sink,1,959,0.886,sink
LLVM,60.00,65.14,sink,0,2805,0.896,sink
LLVM,60.00,65.14,sink,1,1943,0.899,sink
LLVM,62.57,67.71,sink,0,4105,0.904,sink
LLVM,62.57,67.71,sink,1,3125,0.900,sink
LLVM,65.14,70.28,sink,0,5065,0.897,sink
LLVM,65.14,70.28,sink,1,4308,0.893,sink
LLVM,67.71,72.85,sink,0,5416,0.894,sink
LLVM,67.71,72.85,sink,1,5075,0.895,sink
LLVM,70.28,75.42,sink,0,5619,0.888,sink
LLVM,70.28,75.42,sink,1,5521,0.893,sink
LLVM,72.85,77.99,sink,0,5938,0.891,sink
LLVM,72.85,77.99,sink,1,5755,0.885,sink
LLVM,75.42,80.56,sink,0,6058,0.891,sink
LLVM,75.42,80.56,sink,1,5828,0.884,sink
LLVM,77.99,83.13,sink,0,5988,0.875,sink
LLVM,77.99,83.13,sink,1,6025,0.880,sink
LLVM,80.56,85.70,sink,0,5802,0.873,sink
LLVM,80.56,85.70,sink,1,6123,0.882,sink
LLVM,83.13,88.27,sink,0,5218,0.865,sink
LLVM,83.13,88.27,sink,1,5777,0.870,sink
LLVM,85.70,90.84,sink,0,4300,0.856,sink
LLVM,85.70,90.84,sink,1,5092,0.858,sink
LLVM,88.27,93.41,sink,0,3072,0.855,sink
LLVM,88.27,93.41,sink,1,4060,0.857,sink
LLVM,90.84,95.98,sink,0,1867,0.846,sink
LLVM,90.84,95.98,sink,1,2775,0.847,sink
LLVM,93.41,98.55,sink,0,1036,0.838,sink
LLVM,93.41,98.55,sink,1,1655,0.855,sink
LLVM,95.98,101.12,sink,0,453,0.811,sink
LLVM,95.98,101.12,sink,1,871,0.829,sink
LLVM,98.55,103.69,sink,0,122,0.655,sink
LLVM,98.55,103.69,sink,1,331,0.774,sink
LLVM,-,-,gvn,0,32768,0.996,gvn
LLVM,-,-,gvn,1,32768,0.996,gvn
LLVM,52.29,57.43,gvn,0,197,0.840,gvn
LLVM,52.29,57.43,gvn,1,42,0.695,gvn
LLVM,54.86,60.00,gvn,0,663,0.886,gvn
LLVM,54.86,60.00,gvn,1,359,0.820,gvn
LLVM,57.43,62.57,gvn,0,1502,0.897,gvn
LLVM,57.43,62.57,gvn,1,1097,0.892,gvn
LLVM,60.00,65.14,gvn,0,2644,0.898,gvn
LLVM,60.00,65.14,gvn,1,2104,0.897,gvn
LLVM,62.57,67.71,gvn,0,3918,0.905,gvn
LLVM,62.57,67.71,gvn,1,3312,0.900,gvn
LLVM,65.14,70.28,gvn,0,4858,0.897,gvn
LLVM,65.14,70.28,gvn,1,4515,0.893,gvn
LLVM,67.71,72.85,gvn,0,5328,0.892,gvn
LLVM,67.71,72.85,gvn,1,5163,0.897,gvn
LLVM,70.28,75.42,gvn,0,5641,0.894,gvn
LLVM,70.28,75.42,gvn,1,5499,0.888,gvn
LLVM,72.85,77.99,gvn,0,5879,0.886,gvn
LLVM,72.85,77.99,gvn,1,5814,0.890,gvn
LLVM,75.42,80.56,gvn,0,6009,0.888,gvn
LLVM,75.42,80.56,gvn,1,5877,0.887,gvn
LLVM,77.99,83.13,gvn,0,5989,0.874,gvn
LLVM,77.99,83.13,gvn,1,6024,0.880,gvn
LLVM,80.56,85.70,gvn,0,5838,0.873,gvn
LLVM,80.56,85.70,gvn,1,6087,0.883,gvn
LLVM,83.13,88.27,gvn,0,5339,0.866,gvn
LLVM,83.13,88.27,gvn,1,5656,0.869,gvn
LLVM,85.70,90.84,gvn,0,4459,0.858,gvn
LLVM,85.70,90.84,gvn,1,4933,0.856,gvn
LLVM,88.27,93.41,gvn,0,3256,0.857,gvn
LLVM,88.27,93.41,gvn,1,3876,0.856,gvn
LLVM,90.84,95.98,gvn,0,2060,0.844,gvn
LLVM,90.84,95.98,gvn,1,2582,0.848,gvn
LLVM,93.41,98.55,gvn,0,1195,0.851,gvn
LLVM,93.41,98.55,gvn,1,1496,0.847,gvn
LLVM,95.98,101.12,gvn,0,558,0.816,gvn
LLVM,95.98,101.12,gvn,1,766,0.829,gvn
LLVM,98.55,103.69,gvn,0,166,0.713,gvn
LLVM,98.55,103.69,gvn,1,287,0.771,gvn
LLVM,-,-,sccp,0,32768,0.996,sccp
LLVM,-,-,sccp,1,32768,0.996,sccp
LLVM,52.29,57.43,sccp,0,122,0.833,sccp
LLVM,52.29,57.43,sccp,1,117,0.827,sccp
LLVM,54.86,60.00,sccp,0,546,0.874,sccp
LLVM,54.86,60.00,sccp,1,476,0.870,sccp
LLVM,57.43,62.57,sccp,0,1388,0.894,sccp
LLVM,57.43,62.57,sccp,1,1211,0.896,sccp
LLVM,60.00,65.14,sccp,0,2471,0.898,sccp
LLVM,60.00,65.14,sccp,1,2277,0.897,sccp
LLVM,62.57,67.71,sccp,0,3749,0.904,sccp
LLVM,62.57,67.71,sccp,1,3481,0.901,sccp
LLVM,65.14,70.28,sccp,0,4883,0.894,sccp
LLVM,65.14,70.28,sccp,1,4490,0.897,sccp
LLVM,67.71,72.85,sccp,0,5337,0.895,sccp
LLVM,67.71,72.85,sccp,1,5154,0.894,sccp
LLVM,70.28,75.42,sccp,0,5614,0.891,sccp
LLVM,70.28,75.42,sccp,1,5526,0.891,sccp
LLVM,72.85,77.99,sccp,0,5939,0.888,sccp
LLVM,72.85,77.99,sccp,1,5754,0.889,sccp
LLVM,75.42,80.56,sccp,0,5939,0.889,sccp
LLVM,75.42,80.56,sccp,1,5947,0.886,sccp
LLVM,77.99,83.13,sccp,0,6017,0.877,sccp
LLVM,77.99,83.13,sccp,1,5996,0.878,sccp
LLVM,80.56,85.70,sccp,0,5978,0.875,sccp
LLVM,80.56,85.70,sccp,1,5947,0.881,sccp
LLVM,83.13,88.27,sccp,0,5412,0.871,sccp
LLVM,83.13,88.27,sccp,1,5583,0.865,sccp
LLVM,85.70,90.84,sccp,0,4649,0.860,sccp
LLVM,85.70,90.84,sccp,1,4743,0.854,sccp
LLVM,88.27,93.41,sccp,0,3450,0.850,sccp
LLVM,88.27,93.41,sccp,1,3682,0.862,sccp
LLVM,90.84,95.98,sccp,0,2111,0.846,sccp
LLVM,90.84,95.98,sccp,1,2531,0.847,sccp
LLVM,93.41,98.55,sccp,0,1212,0.845,sccp
LLVM,93.41,98.55,sccp,1,1479,0.852,sccp
LLVM,95.98,101.12,sccp,0,561,0.804,sccp
LLVM,95.98,101.12,sccp,1,763,0.833,sccp
LLVM,98.55,103.69,sccp,0,142,0.647,sccp
LLVM,98.55,103.69,sccp,1,311,0.779,sccp
LLVM,-,-,adce,0,32768,0.996,adce
LLVM,-,-,adce,1,32768,0.996,adce
LLVM,52.29,57.43,adce,0,230,0.830,adce
LLVM,52.29,57.43,adce,1,9,0.272,adce
LLVM,54.86,60.00,adce,0,906,0.877,adce
LLVM,54.86,60.00,adce,1,116,0.760,adce
LLVM,57.43,62.57,adce,0,1910,0.898,adce
LLVM,57.43,62.57,adce,1,689,0.867,adce
LLVM,60.00,65.14,adce,0,3081,0.900,adce
LLVM,60.00,65.14,adce,1,1667,0.892,adce
LLVM,62.57,67.71,adce,0,4529,0.900,adce
LLVM,62.57,67.71,adce,1,2701,0.907,adce
LLVM,65.14,70.28,adce,0,5329,0.896,adce
LLVM,65.14,70.28,adce,1,4044,0.892,adce
LLVM,67.71,72.85,adce,0,5464,0.898,adce
LLVM,67.71,72.85,adce,1,5027,0.892,adce
LLVM,70.28,75.42,adce,0,5927,0.891,adce
LLVM,70.28,75.42,adce,1,5213,0.892,adce
LLVM,72.85,77.99,adce,0,5923,0.893,adce
LLVM,72.85,77.99,adce,1,5770,0.882,adce
LLVM,75.42,80.56,adce,0,5856,0.897,adce
LLVM,75.42,80.56,adce,1,6030,0.879,adce
LLVM,77.99,83.13,adce,0,6215,0.881,adce
LLVM,77.99,83.13,adce,1,5798,0.874,adce
LLVM,80.56,85.70,adce,0,5778,0.886,adce
LLVM,80.56,85.70,adce,1,6147,0.869,adce
LLVM,83.13,88.27,adce,0,5016,0.874,adce
LLVM,83.13,88.27,adce,1,5979,0.863,adce
LLVM,85.70,90.84,adce,0,4164,0.854,adce
LLVM,85.70,90.84,adce,1,5228,0.858,adce
LLVM,88.27,93.41,adce,0,2654,0.861,adce
LLVM,88.27,93.41,adce,1,4478,0.850,adce
LLVM,90.84,95.98,adce,0,1490,0.860,adce
LLVM,90.84,95.98,adce,1,3152,0.841,adce
LLVM,93.41,98.55,adce,0,815,0.823,adce
LLVM,93.41,98.55,adce,1,1876,0.853,adce
LLVM,95.98,101.12,adce,0,220,0.713,adce
LLVM,95.98,101.12,adce,1,1104,0.820,adce
LLVM,98.55,103.69,adce,0,12,-0.084,adce
LLVM,98.55,103.69,adce,1,441,0.758,adce
lrzip,-,-,encryption,0,2592,0.990,encryption
lrzip,-,-,encryption,1,2592,0.990,encryption
lrzip,9.65,174.63,encryption,0,2064,0.930,encryption
lrzip,9.65,174.63,encryption,1,2064,0.928,encryption
lrzip,92.14,257.12,encryption,0,164,0.444,encryption
lrzip,92.14,257.12,encryption,1,164,0.423,encryption
lrzip,174.63,339.61,encryption,0,268,0.195,encryption
lrzip,174.63,339.61,encryption,1,268,0.185,encryption
lrzip,257.12,422.11,encryption,0,148,0.486,encryption
lrzip,257.12,422.11,encryption,1,148,0.480,encryption
lrzip,339.61,504.60,encryption,0,36,0.982,encryption
lrzip,339.61,504.60,encryption,1,36,0.982,encryption
lrzip,422.11,587.09,encryption,0,16,0.310,encryption
lrzip,422.11,587.09,encryption,1,16,0.146,encryption
lrzip,504.60,669.58,encryption,0,8,-0.230,encryption
lrzip,504.60,669.58,encryption,1,8,-0.115,encryption
lrzip,587.09,752.07,encryption,0,152,-0.782,encryption
lrzip,587.09,752.07,encryption,1,152,-0.789,encryption
lrzip,669.58,834.57,encryption,0,144,0.706,encryption
lrzip,669.58,834.57,encryption,1,144,0.676,encryption
lrzip,1494.50,1659.49,encryption,0,72,0.815,encryption
lrzip,1494.50,1659.49,encryption,1,72,0.842,encryption
lrzip,-,-,compression,0,864,0.977,compression
lrzip,9.65,174.63,compression,0,864,0.977,compression
lrzip,-,-,compressionBzip2,1,864,0.993,compression
lrzip,9.65,174.63,compressionBzip2,1,864,0.993,compression
lrzip,-,-,compressionGzip,1,864,0.954,compression
lrzip,9.65,174.63,compressionGzip,1,864,0.954,compression
lrzip,-,-,compressionLzo,1,864,0.974,compression
lrzip,9.65,174.63,compressionLzo,1,864,0.974,compression
lrzip,-,-,compressionZpaq,1,864,0.980,compression
lrzip,9.65,174.63,compressionZpaq,1,72,0.911,compression
lrzip,92.14,257.12,compressionZpaq,1,280,-0.954,compression
lrzip,174.63,339.61,compressionZpaq,1,312,0.093,compression
lrzip,257.12,422.11,compressionZpaq,1,32,0.489,compression
lrzip,339.61,504.60,compressionZpaq,1,32,0.230,compression
lrzip,422.11,587.09,compressionZpaq,1,32,0.230,compression
lrzip,504.60,669.58,compressionZpaq,1,16,0.013,compression
lrzip,587.09,752.07,compressionZpaq,1,304,-0.772,compression
lrzip,669.58,834.57,compressionZpaq,1,288,0.713,compression
lrzip,1494.50,1659.49,compressionZpaq,1,144,0.821,compression
lrzip,-,-,compressionLzma,1,864,0.994,compression
lrzip,9.65,174.63,compressionLzma,1,600,0.863,compression
lrzip,92.14,257.12,compressionLzma,1,48,0.938,compression
lrzip,174.63,339.61,compressionLzma,1,224,0.620,compression
lrzip,257.12,422.11,compressionLzma,1,264,0.996,compression
lrzip,339.61,504.60,compressionLzma,1,40,0.930,compression
lrzip,-,-,unlimitedWindowSize,0,2592,0.990,unlimitedWindowSize
lrzip,-,-,unlimitedWindowSize,1,2592,0.990,unlimitedWindowSize
lrzip,9.65,174.63,unlimitedWindowSize,0,2064,0.930,unlimitedWindowSize
lrzip,9.65,174.63,unlimitedWindowSize,1,2064,0.928,unlimitedWindowSize
lrzip,92.14,257.12,unlimitedWindowSize,0,164,0.429,unlimitedWindowSize
lrzip,92.14,257.12,unlimitedWindowSize,1,164,0.439,unlimitedWindowSize
lrzip,174.63,339.61,unlimitedWindowSize,0,268,0.194,unlimitedWindowSize
lrzip,174.63,339.61,unlimitedWindowSize,1,268,0.188,unlimitedWindowSize
lrzip,257.12,422.11,unlimitedWindowSize,0,148,0.484,unlimitedWindowSize
lrzip,257.12,422.11,unlimitedWindowSize,1,148,0.484,unlimitedWindowSize
lrzip,339.61,504.60,unlimitedWindowSize,0,36,0.981,unlimitedWindowSize
lrzip,339.61,504.60,unlimitedWindowSize,1,36,0.983,unlimitedWindowSize
lrzip,422.11,587.09,unlimitedWindowSize,0,16,0.215,unlimitedWindowSize
lrzip,422.11,587.09,unlimitedWindowSize,1,16,0.251,unlimitedWindowSize
lrzip,504.60,669.58,unlimitedWindowSize,0,8,0.067,unlimitedWindowSize
lrzip,504.60,669.58,unlimitedWindowSize,1,8,-0.045,unlimitedWindowSize
lrzip,587.09,752.07,unlimitedWindowSize,0,152,-0.779,unlimitedWindowSize
lrzip,587.09,752.07,unlimitedWindowSize,1,152,-0.768,unlimitedWindowSize
lrzip,669.58,834.57,unlimitedWindowSize,0,144,0.726,unlimitedWindowSize
lrzip,669.58,834.57,unlimitedWindowSize,1,144,0.696,unlimitedWindowSize
lrzip,1494.50,1659.49,unlimitedWindowSize,0,72,0.820,unlimitedWindowSize
lrzip,1494.50,1659.49,unlimitedWindowSize,1,72,0.822,unlimitedWindowSize
lrzip,-,-,disableCompressibilityTesting,0,2592,0.990,disableCompressibilityTesting
lrzip,-,-,disableCompressibilityTesting,1,2592,0.990,disableCompressibilityTesting
lrzip,9.65,174.63,disableCompressibilityTesting,0,2064,0.929,disableCompressibilityTesting
lrzip,9.65,174.63,disableCompressibilityTesting,1,2064,0.930,disableCompressibilityTesting
lrzip,92.14,257.12,disableCompressibilityTesting,0,164,0.432,disableCompressibilityTesting
lrzip,92.14,257.12,disableCompressibilityTesting,1,164,0.436,disableCompressibilityTesting
lrzip,174.63,339.61,disableCompressibilityTesting,0,268,0.192,disableCompressibilityTesting
lrzip,174.63,339.61,disableCompressibilityTesting,1,268,0.190,disableCompressibilityTesting
lrzip,257.12,422.11,disableCompressibilityTesting,0,148,0.477,disableCompressibilityTesting
lrzip,257.12,422.11,disableCompressibilityTesting,1,148,0.491,disableCompressibilityTesting
lrzip,339.61,504.60,disableCompressibilityTesting,0,36,0.981,disableCompressibilityTesting
lrzip,339.61,504.60,disableCompressibilityTesting,1,36,0.983,disableCompressibilityTesting
lrzip,422.11,587.09,disableCompressibilityTesting,0,16,-0.030,disableCompressibilityTesting
lrzip,422.11,587.09,disableCompressibilityTesting,1,16,0.411,disableCompressibilityTesting
lrzip,504.60,669.58,disableCompressibilityTesting,0,8,0.121,disableCompressibilityTesting
lrzip,504.60,669.58,disableCompressibilityTesting,1,8,0.032,disableCompressibilityTesting
lrzip,587.09,752.07,disableCompressibilityTesting,0,152,-0.778,disableCompressibilityTesting
lrzip,587.09,752.07,disableCompressibilityTesting,1,152,-0.767,disableCompressibilityTesting
lrzip,669.58,834.57,disableCompressibilityTesting,0,144,0.706,disableCompressibilityTesting
lrzip,669.58,834.57,disableCompressibilityTesting,1,144,0.720,disableCompressibilityTesting
lrzip,1494.50,1659.49,disableCompressibilityTesting,0,72,0.810,disableCompressibilityTesting
lrzip,1494.50,1659.49,disableCompressibilityTesting,1,72,0.832,disableCompressibilityTesting
lrzip,-,-,level,1,576,0.987,level
lrzip,-,-,level,2,576,0.987,level
lrzip,-,-,level,3,576,0.986,level
lrzip,-,-,level,4,576,0.990,level
lrzip,-,-,level,5,576,0.990,level
lrzip,-,-,level,6,576,0.989,level
lrzip,-,-,level,7,576,0.989,level
lrzip,-,-,level,8,576,0.989,level
lrzip,-,-,level,9,576,0.989,level
lrzip,9.65,174.63,level,2,504,0.929,level
lrzip,9.65,174.63,level,1,504,0.931,level
lrzip,9.65,174.63,level,4,480,0.947,level
lrzip,9.65,174.63,level,3,504,0.926,level
lrzip,9.65,174.63,level,5,480,0.942,level
lrzip,9.65,174.63,level,6,480,0.968,level
lrzip,9.65,174.63,level,7,408,0.935,level
lrzip,9.65,174.63,level,8,384,0.935,level
lrzip,9.65,174.63,level,9,384,0.938,level
lrzip,92.14,257.12,level,6,64,0.993,level
lrzip,92.14,257.12,level,4,16,-0.039,level
lrzip,92.14,257.12,level,5,16,0.533,level
lrzip,92.14,257.12,level,7,16,0.505,level
lrzip,92.14,257.12,level,1,72,0.709,level
lrzip,92.14,257.12,level,2,72,0.640,level
lrzip,92.14,257.12,level,3,72,0.656,level
lrzip,174.63,339.61,level,4,24,0.972,level
lrzip,174.63,339.61,level,6,24,0.955,level
lrzip,174.63,339.61,level,5,24,0.963,level
lrzip,174.63,339.61,level,7,88,-0.750,level
lrzip,174.63,339.61,level,1,72,0.709,level
lrzip,174.63,339.61,level,2,72,0.640,level
lrzip,174.63,339.61,level,3,72,0.656,level
lrzip,174.63,339.61,level,8,64,0.706,level
lrzip,174.63,339.61,level,9,96,0.528,level
lrzip,257.12,422.11,level,6,8,0.527,level
lrzip,257.12,422.11,level,4,8,0.706,level
lrzip,257.12,422.11,level,5,8,0.616,level
lrzip,257.12,422.11,level,7,80,0.286,level
lrzip,257.12,422.11,level,8,96,0.998,level
lrzip,257.12,422.11,level,9,96,0.528,level
lrzip,339.61,504.60,level,7,8,0.673,level
lrzip,339.61,504.60,level,8,48,0.993,level
lrzip,339.61,504.60,level,9,16,0.217,level
lrzip,422.11,587.09,level,8,16,0.252,level
lrzip,422.11,587.09,level,9,16,0.217,level
lrzip,504.60,669.58,level,8,8,0.442,level
lrzip,504.60,669.58,level,9,8,-0.633,level
lrzip,587.09,752.07,level,8,8,0.442,level
lrzip,587.09,752.07,level,9,8,-0.633,level
lrzip,587.09,752.07,level,5,72,0.597,level
lrzip,587.09,752.07,level,7,72,0.768,level
lrzip,587.09,752.07,level,6,72,0.751,level
lrzip,587.09,752.07,level,4,72,0.731,level
lrzip,669.58,834.57,level,5,72,0.597,level
lrzip,669.58,834.57,level,7,72,0.768,level
lrzip,669.58,834.57,level,6,72,0.751,level
lrzip,669.58,834.57,level,4,72,0.731,level
lrzip,1494.50,1659.49,level,8,72,0.821,level
lrzip,1494.50,1659.49,level,9,72,0.829,level
lrzip,-,-,processorCount,1,1296,1.000,processorCount
lrzip,-,-,processorCount,2,1296,0.990,processorCount
lrzip,-,-,processorCount,3,1296,0.984,processorCount
lrzip,-,-,processorCount,4,1296,0.983,processorCount
lrzip,9.65,174.63,processorCount,2,1040,0.972,processorCount
lrzip,9.65,174.63,processorCount,4,1040,0.950,processorCount
lrzip,9.65,174.63,processorCount,3,1040,0.952,processorCount
lrzip,9.65,174.63,processorCount,1,1008,0.999,processorCount
lrzip,92.14,257.12,processorCount,3,88,0.267,processorCount
lrzip,92.14,257.12,processorCount,2,56,0.998,processorCount
lrzip,92.14,257.12,processorCount,4,88,0.174,processorCount
lrzip,92.14,257.12,processorCount,1,96,0.999,processorCount
lrzip,174.63,339.61,processorCount,4,136,-0.160,processorCount
lrzip,174.63,339.61,processorCount,3,136,-0.113,processorCount
lrzip,174.63,339.61,processorCount,1,128,0.996,processorCount
lrzip,174.63,339.61,processorCount,2,136,0.537,processorCount
lrzip,257.12,422.11,processorCount,2,96,0.004,processorCount
lrzip,257.12,422.11,processorCount,1,72,0.997,processorCount
lrzip,257.12,422.11,processorCount,3,64,0.996,processorCount
lrzip,257.12,422.11,processorCount,4,64,0.997,processorCount
lrzip,339.61,504.60,processorCount,1,16,0.951,processorCount
lrzip,339.61,504.60,processorCount,2,8,0.615,processorCount
lrzip,339.61,504.60,processorCount,4,24,0.998,processorCount
lrzip,339.61,504.60,processorCount,3,24,0.999,processorCount
lrzip,422.11,587.09,processorCount,4,16,-0.178,processorCount
lrzip,422.11,587.09,processorCount,3,16,0.231,processorCount
lrzip,504.60,669.58,processorCount,2,16,0.013,processorCount
lrzip,587.09,752.07,processorCount,2,80,-0.951,processorCount
lrzip,587.09,752.07,processorCount,4,64,0.674,processorCount
lrzip,587.09,752.07,processorCount,3,64,0.711,processorCount
lrzip,587.09,752.07,processorCount,1,96,0.700,processorCount
lrzip,669.58,834.57,processorCount,4,64,0.674,processorCount
lrzip,669.58,834.57,processorCount,2,64,0.685,processorCount
lrzip,669.58,834.57,processorCount,3,64,0.711,processorCount
lrzip,669.58,834.57,processorCount,1,96,0.700,processorCount
lrzip,1494.50,1659.49,processorCount,1,48,0.820,processorCount
lrzip,1494.50,1659.49,processorCount,2,32,0.858,processorCount
lrzip,1494.50,1659.49,processorCount,3,32,0.817,processorCount
lrzip,1494.50,1659.49,processorCount,4,32,0.789,processorCount
lrzip,-,-,maxRam,2,1728,1.000,maxRam
lrzip,-,-,maxRam,6,1728,1.000,maxRam
lrzip,-,-,maxRam,18,1728,0.958,maxRam
lrzip,9.65,174.63,maxRam,18,1440,0.924,maxRam
lrzip,9.65,174.63,maxRam,6,1344,0.943,maxRam
lrzip,9.65,174.63,maxRam,2,1344,0.959,maxRam
lrzip,92.14,257.12,maxRam,2,128,0.999,maxRam
lrzip,92.14,257.12,maxRam,6,104,0.997,maxRam
lrzip,92.14,257.12,maxRam,18,96,0.229,maxRam
lrzip,174.63,339.61,maxRam,18,152,-0.178,maxRam
lrzip,174.63,339.61,maxRam,6,192,0.998,maxRam
lrzip,174.63,339.61,maxRam,2,192,0.996,maxRam
lrzip,257.12,422.11,maxRam,18,104,0.286,maxRam
lrzip,257.12,422.11,maxRam,2,96,0.663,maxRam
lrzip,257.12,422.11,maxRam,6,96,0.570,maxRam
lrzip,339.61,504.60,maxRam,18,72,0.982,maxRam
lrzip,422.11,587.09,maxRam,18,32,0.230,maxRam
lrzip,504.60,669.58,maxRam,18,16,0.013,maxRam
lrzip,587.09,752.07,maxRam,18,48,-0.993,maxRam
lrzip,587.09,752.07,maxRam,2,128,0.441,maxRam
lrzip,587.09,752.07,maxRam,6,128,0.519,maxRam
lrzip,669.58,834.57,maxRam,2,128,0.441,maxRam
lrzip,669.58,834.57,maxRam,6,128,0.519,maxRam
lrzip,669.58,834.57,maxRam,18,32,0.376,maxRam
lrzip,1494.50,1659.49,maxRam,2,64,0.231,maxRam
lrzip,1494.50,1659.49,maxRam,6,64,0.436,maxRam
lrzip,1494.50,1659.49,maxRam,18,16,0.300,maxRam
MongoDB,-,-,journal,0,360,0.995,journal
MongoDB,-,-,journal,1,6480,0.992,journal
MongoDB,206.36,219.90,journal,0,177,0.788,journal
MongoDB,206.36,219.90,journal,1,23,0.391,journal
MongoDB,213.13,226.67,journal,0,106,0.535,journal
MongoDB,213.13,226.67,journal,1,604,0.389,journal
MongoDB,219.90,233.44,journal,0,3,0.290,journal
MongoDB,219.90,233.44,journal,1,1048,0.530,journal
MongoDB,226.67,240.21,journal,1,476,0.350,journal
MongoDB,233.44,246.98,journal,1,9,-0.230,journal
MongoDB,240.21,253.75,journal,1,96,0.183,journal
MongoDB,246.98,260.51,journal,1,1491,0.290,journal
MongoDB,253.75,267.28,journal,1,2056,0.386,journal
MongoDB,260.51,274.05,journal,1,669,0.273,journal
MongoDB,267.28,280.82,journal,0,5,0.010,journal
MongoDB,267.28,280.82,journal,1,8,-0.563,journal
MongoDB,274.05,287.59,journal,0,84,0.464,journal
MongoDB,274.05,287.59,journal,1,3,-0.601,journal
MongoDB,280.82,294.36,journal,0,174,0.700,journal
MongoDB,280.82,294.36,journal,1,172,0.212,journal
MongoDB,287.59,301.13,journal,0,96,0.412,journal
MongoDB,287.59,301.13,journal,1,828,0.278,journal
MongoDB,294.36,307.90,journal,1,900,0.358,journal
MongoDB,301.13,314.67,journal,1,249,0.362,journal
MongoDB,307.90,321.44,journal,1,26,0.910,journal
MongoDB,314.67,328.21,journal,1,406,0.134,journal
MongoDB,321.44,334.98,journal,1,1820,0.263,journal
MongoDB,328.21,341.75,journal,1,1753,0.381,journal
MongoDB,-,-,nojournal,0,6480,0.992,nojournal
MongoDB,-,-,nojournal,1,360,0.995,nojournal
MongoDB,206.36,219.90,nojournal,0,23,0.391,nojournal
MongoDB,206.36,219.90,nojournal,1,177,0.788,nojournal
MongoDB,213.13,226.67,nojournal,0,604,0.389,nojournal
MongoDB,213.13,226.67,nojournal,1,106,0.535,nojournal
MongoDB,219.90,233.44,nojournal,0,1048,0.530,nojournal
MongoDB,219.90,233.44,nojournal,1,3,0.290,nojournal
MongoDB,226.67,240.21,nojournal,0,476,0.350,nojournal
MongoDB,233.44,246.98,nojournal,0,9,-0.230,nojournal
MongoDB,240.21,253.75,nojournal,0,96,0.183,nojournal
MongoDB,246.98,260.51,nojournal,0,1491,0.290,nojournal
MongoDB,253.75,267.28,nojournal,0,2056,0.386,nojournal
MongoDB,260.51,274.05,nojournal,0,669,0.273,nojournal
MongoDB,267.28,280.82,nojournal,0,8,-0.563,nojournal
MongoDB,267.28,280.82,nojournal,1,5,0.010,nojournal
MongoDB,274.05,287.59,nojournal,0,3,-0.601,nojournal
MongoDB,274.05,287.59,nojournal,1,84,0.464,nojournal
MongoDB,280.82,294.36,nojournal,0,172,0.212,nojournal
MongoDB,280.82,294.36,nojournal,1,174,0.700,nojournal
MongoDB,287.59,301.13,nojournal,0,828,0.278,nojournal
MongoDB,287.59,301.13,nojournal,1,96,0.412,nojournal
MongoDB,294.36,307.90,nojournal,0,900,0.358,nojournal
MongoDB,301.13,314.67,nojournal,0,249,0.362,nojournal
MongoDB,307.90,321.44,nojournal,0,26,0.910,nojournal
MongoDB,314.67,328.21,nojournal,0,406,0.134,nojournal
MongoDB,321.44,334.98,nojournal,0,1820,0.263,nojournal
MongoDB,328.21,341.75,nojournal,0,1753,0.381,nojournal
MongoDB,-,-,journalCompression,0,2520,0.992,journalCompression
MongoDB,206.36,219.90,journalCompression,0,200,0.837,journalCompression
MongoDB,213.13,226.67,journalCompression,0,710,0.803,journalCompression
MongoDB,219.90,233.44,journalCompression,0,1051,0.536,journalCompression
MongoDB,226.67,240.21,journalCompression,0,476,0.350,journalCompression
MongoDB,233.44,246.98,journalCompression,0,9,-0.230,journalCompression
MongoDB,267.28,280.82,journalCompression,0,5,0.010,journalCompression
MongoDB,274.05,287.59,journalCompression,0,87,0.482,journalCompression
MongoDB,280.82,294.36,journalCompression,0,346,0.806,journalCompression
MongoDB,287.59,301.13,journalCompression,0,924,0.588,journalCompression
MongoDB,294.36,307.90,journalCompression,0,901,0.358,journalCompression
MongoDB,301.13,314.67,journalCompression,0,249,0.362,journalCompression
MongoDB,307.90,321.44,journalCompression,0,8,0.598,journalCompression
